Visi leidiniai iš leidyklos "Technologjia":
Laikraštis: kauno diena, išleido: paperpub2, data: 1/14/2020 12:00:00 AM, puslapiai: 20, tiražas: 750, numeris: 189191
Laikraštis: kauno diena, išleido: paperpub2, data: 1/15/2020 12:00:00 AM, puslapiai: 20, tiražas: 500, numeris: 189192
Laikraštis: kauno diena, išleido: paperpub2, data: 1/16/2020 12:00:00 AM, puslapiai: 20, tiražas: 250, numeris: 189193
Laikraštis: vilniaus diena, išleido: paperpub2, data: 1/25/2020 12:00:00 AM, puslapiai: 20, tiražas: 750, numeris: 195154
Laikraštis: vilniaus diena, išleido: paperpub2, data: 1/26/2020 12:00:00 AM, puslapiai: 20, tiražas: 750, numeris: 195155
Laikraštis: vilniaus diena, išleido: paperpub2, data: 1/27/2020 12:00:00 AM, puslapiai: 20, tiražas: 750, numeris: 195156
Laikraštis: vilniaus diena, išleido: paperpub2, data: 1/25/2020 12:00:00 AM, puslapiai: 20, tiražas: 750, numeris: 195152
Laikraštis: vilniaus diena, išleido: paperpub2, data: 1/26/2020 12:00:00 AM, puslapiai: 20, tiražas: 750, numeris: 195153
Laikraštis: vilniaus diena, išleido: paperpub2, data: 1/27/2020 12:00:00 AM, puslapiai: 20, tiražas: 750, numeris: 195154
Laikraštis: vilniaus diena, išleido: paperpub2, data: 1/25/2020 12:00:00 AM, puslapiai: 20, tiražas: 750, numeris: 195154
Laikraštis: vilniaus diena, išleido: paperpub2, data: 1/26/2020 12:00:00 AM, puslapiai: 20, tiražas: 700, numeris: 195155
Laikraštis: vilniaus diena, išleido: paperpub2, data: 1/27/2020 12:00:00 AM, puslapiai: 20, tiražas: 750, numeris: 195156
